timestamp,class,confidence,filename
20251125_211618,No Helmet,0.60,violation_20251125_211618_54.jpg
20251125_211619,No Helmet,0.59,violation_20251125_211619_55.jpg
20251125_211620,No Helmet,0.47,violation_20251125_211620_56.jpg
20251125_211620,No Helmet,0.68,violation_20251125_211620_57.jpg
20251125_211620,No Helmet,0.53,violation_20251125_211620_58.jpg
20251125_211621,No Helmet,0.34,violation_20251125_211621_59.jpg
20251125_233128,No Helmet,0.87,violation_20251125_233128_0.jpg
20251125_233129,No Helmet,0.90,violation_20251125_233129_1.jpg
20251125_233129,No Helmet,0.90,violation_20251125_233129_2.jpg
20251125_233129,No Helmet,0.90,violation_20251125_233129_3.jpg
20251125_233129,No Helmet,0.90,violation_20251125_233129_4.jpg
20251125_233129,No Helmet,0.90,violation_20251125_233129_5.jpg
20251125_233130,No Helmet,0.91,violation_20251125_233130_6.jpg
20251125_233130,No Helmet,0.91,violation_20251125_233130_7.jpg
20251125_233130,No Helmet,0.91,violation_20251125_233130_8.jpg
20251125_233130,No Helmet,0.91,violation_20251125_233130_9.jpg
20251125_233130,No Helmet,0.91,violation_20251125_233130_10.jpg
20251125_233131,No Helmet,0.91,violation_20251125_233131_11.jpg
20251125_233131,No Helmet,0.91,violation_20251125_233131_12.jpg
20251125_233131,No Helmet,0.91,violation_20251125_233131_13.jpg
20251125_233131,No Helmet,0.92,violation_20251125_233131_14.jpg
20251125_233131,No Helmet,0.92,violation_20251125_233131_15.jpg
20251125_233132,No Helmet,0.91,violation_20251125_233132_16.jpg
20251125_233132,No Helmet,0.91,violation_20251125_233132_17.jpg
20251125_233132,No Helmet,0.86,violation_20251125_233132_18.jpg
20251125_233132,No Helmet,0.86,violation_20251125_233132_19.jpg
20251125_233133,No Helmet,0.89,violation_20251125_233133_20.jpg
20251125_233133,No Helmet,0.92,violation_20251125_233133_21.jpg
20251125_233133,No Helmet,0.90,violation_20251125_233133_22.jpg
20251125_233133,No Helmet,0.90,violation_20251125_233133_23.jpg
20251125_233133,No Helmet,0.90,violation_20251125_233133_24.jpg
20251125_233134,No Helmet,0.90,violation_20251125_233134_25.jpg
20251125_233134,No Helmet,0.92,violation_20251125_233134_26.jpg
20251125_233134,No Helmet,0.85,violation_20251125_233134_27.jpg
20251125_233134,No Helmet,0.57,violation_20251125_233134_28.jpg
20251125_233135,No Helmet,0.51,violation_20251125_233135_29.jpg
20251125_233136,No Helmet,0.27,violation_20251125_233136_30.jpg
20251125_233136,No Helmet,0.26,violation_20251125_233136_31.jpg
20251125_233142,No Helmet,0.47,violation_20251125_233142_32.jpg
20251125_233142,No Helmet,0.85,violation_20251125_233142_33.jpg
20251125_233142,No Helmet,0.84,violation_20251125_233142_34.jpg
20251125_233142,No Helmet,0.83,violation_20251125_233142_35.jpg
20251125_233142,No Helmet,0.84,violation_20251125_233142_36.jpg
20251125_233143,No Helmet,0.80,violation_20251125_233143_37.jpg
20251125_233143,No Helmet,0.90,violation_20251125_233143_38.jpg
20251125_233143,No Helmet,0.88,violation_20251125_233143_39.jpg
20251125_233143,No Helmet,0.91,violation_20251125_233143_40.jpg
20251125_233143,No Helmet,0.91,violation_20251125_233143_41.jpg
20251125_233144,No Helmet,0.93,violation_20251125_233144_42.jpg
20251125_233144,No Helmet,0.92,violation_20251125_233144_43.jpg
20251125_233144,No Helmet,0.92,violation_20251125_233144_44.jpg
20251125_233144,No Helmet,0.92,violation_20251125_233144_45.jpg
20251125_233145,No Helmet,0.91,violation_20251125_233145_46.jpg
20251125_233145,No Helmet,0.91,violation_20251125_233145_47.jpg
20251125_233145,No Helmet,0.90,violation_20251125_233145_48.jpg
20251125_233145,No Helmet,0.90,violation_20251125_233145_49.jpg
20251125_233145,No Helmet,0.90,violation_20251125_233145_50.jpg
20251125_233146,No Helmet,0.90,violation_20251125_233146_51.jpg
20251125_233146,No Helmet,0.90,violation_20251125_233146_52.jpg
20251125_233146,No Helmet,0.91,violation_20251125_233146_53.jpg
20251125_233146,No Helmet,0.91,violation_20251125_233146_54.jpg
20251125_233147,No Helmet,0.90,violation_20251125_233147_55.jpg
20251125_234611,No Helmet,0.27,violation_20251125_234611_0.jpg
20251125_234611,No Helmet,0.28,violation_20251125_234611_1.jpg
20251125_234613,No Helmet,0.28,violation_20251125_234613_2.jpg
20251125_234614,No Helmet,0.26,violation_20251125_234614_3.jpg
20251125_234614,No Helmet,0.53,violation_20251125_234614_4.jpg
20251125_234614,No Helmet,0.39,violation_20251125_234614_5.jpg
20251125_234614,No Helmet,0.71,violation_20251125_234614_6.jpg
20251125_234614,No Helmet,0.62,violation_20251125_234614_7.jpg
20251125_234615,No Helmet,0.66,violation_20251125_234615_8.jpg
20251125_234615,No Helmet,0.49,violation_20251125_234615_9.jpg
20251125_234615,No Helmet,0.68,violation_20251125_234615_10.jpg
20251125_234615,No Helmet,0.49,violation_20251125_234615_11.jpg
20251125_234616,No Helmet,0.76,violation_20251125_234616_12.jpg
20251125_234616,No Helmet,0.82,violation_20251125_234616_13.jpg
20251125_234616,No Helmet,0.83,violation_20251125_234616_14.jpg
20251125_234616,No Helmet,0.79,violation_20251125_234616_15.jpg
20251125_234616,No Helmet,0.81,violation_20251125_234616_16.jpg
20251125_234617,No Helmet,0.77,violation_20251125_234617_17.jpg
20251125_234617,No Helmet,0.73,violation_20251125_234617_18.jpg
20251125_234617,No Helmet,0.74,violation_20251125_234617_19.jpg
20251125_234619,No Helmet,0.67,violation_20251125_234619_20.jpg
20251125_234619,No Helmet,0.75,violation_20251125_234619_21.jpg
20251125_234619,No Helmet,0.84,violation_20251125_234619_22.jpg
20251125_234619,No Helmet,0.75,violation_20251125_234619_23.jpg
20251125_234620,No Helmet,0.78,violation_20251125_234620_24.jpg
20251125_234620,No Helmet,0.84,violation_20251125_234620_25.jpg
20251125_234620,No Helmet,0.84,violation_20251125_234620_26.jpg
20251125_234620,No Helmet,0.88,violation_20251125_234620_27.jpg
20251125_234620,No Helmet,0.87,violation_20251125_234620_28.jpg
20251125_234621,No Helmet,0.87,violation_20251125_234621_29.jpg
20251125_234621,No Helmet,0.88,violation_20251125_234621_30.jpg
20251125_234621,No Helmet,0.87,violation_20251125_234621_31.jpg
20251125_234621,No Helmet,0.87,violation_20251125_234621_32.jpg
20251125_234621,No Helmet,0.87,violation_20251125_234621_33.jpg
20251125_234622,No Helmet,0.87,violation_20251125_234622_34.jpg
20251125_234622,No Helmet,0.88,violation_20251125_234622_35.jpg
20251125_234623,No Helmet,0.44,violation_20251125_234623_36.jpg
20251125_234626,No Helmet,0.31,violation_20251125_234626_37.jpg
20251125_234626,No Helmet,0.37,violation_20251125_234626_38.jpg
20251125_234626,No Helmet,0.40,violation_20251125_234626_39.jpg
20251125_234626,No Helmet,0.27,violation_20251125_234626_40.jpg
20251125_234632,No Helmet,0.64,violation_20251125_234632_41.jpg
20251125_234632,No Helmet,0.89,violation_20251125_234632_42.jpg
20251125_234632,No Helmet,0.89,violation_20251125_234632_43.jpg
20251125_234632,No Helmet,0.89,violation_20251125_234632_44.jpg
20251125_234633,No Helmet,0.88,violation_20251125_234633_45.jpg
20251125_234633,No Helmet,0.87,violation_20251125_234633_46.jpg
20251125_234633,No Helmet,0.89,violation_20251125_234633_47.jpg
20251125_234633,No Helmet,0.88,violation_20251125_234633_48.jpg
20251125_234633,No Helmet,0.88,violation_20251125_234633_49.jpg
20251125_234634,No Helmet,0.88,violation_20251125_234634_50.jpg
20251125_234634,No Helmet,0.87,violation_20251125_234634_51.jpg
20251125_234634,No Helmet,0.81,violation_20251125_234634_52.jpg
20251125_234635,No Helmet,0.27,violation_20251125_234635_53.jpg
20251125_234635,No Helmet,0.45,violation_20251125_234635_54.jpg
20251125_234636,No Helmet,0.26,violation_20251125_234636_55.jpg
20251125_234636,No Helmet,0.67,violation_20251125_234636_56.jpg
20251125_234636,No Helmet,0.31,violation_20251125_234636_57.jpg
20251125_234636,No Helmet,0.56,violation_20251125_234636_58.jpg
20251125_234636,No Helmet,0.59,violation_20251125_234636_59.jpg
20251125_234637,No Helmet,0.54,violation_20251125_234637_60.jpg
20251125_234637,No Helmet,0.65,violation_20251125_234637_61.jpg
20251125_234637,No Helmet,0.78,violation_20251125_234637_62.jpg
20251125_234637,No Helmet,0.82,violation_20251125_234637_63.jpg
20251125_234637,No Helmet,0.75,violation_20251125_234637_64.jpg
20251125_234638,No Helmet,0.72,violation_20251125_234638_65.jpg
20251125_234638,No Helmet,0.56,violation_20251125_234638_66.jpg
20251125_234638,No Helmet,0.27,violation_20251125_234638_67.jpg
20251125_234638,No Helmet,0.70,violation_20251125_234638_68.jpg
20251125_234639,No Helmet,0.70,violation_20251125_234639_69.jpg
20251125_234639,No Helmet,0.82,violation_20251125_234639_70.jpg
20251125_234639,No Helmet,0.39,violation_20251125_234639_71.jpg
20251125_234641,No Helmet,0.44,violation_20251125_234641_72.jpg
20251125_234641,No Helmet,0.37,violation_20251125_234641_73.jpg
20251125_234641,No Helmet,0.62,violation_20251125_234641_74.jpg
20251125_234642,No Helmet,0.66,violation_20251125_234642_75.jpg
20251125_234642,No Helmet,0.51,violation_20251125_234642_76.jpg
20251125_234642,No Helmet,0.52,violation_20251125_234642_77.jpg
20251125_234643,No Helmet,0.49,violation_20251125_234643_78.jpg
20251125_234643,No Helmet,0.42,violation_20251125_234643_79.jpg
20251125_234643,No Helmet,0.48,violation_20251125_234643_80.jpg
20251125_234643,No Helmet,0.51,violation_20251125_234643_81.jpg
20251125_234643,No Helmet,0.52,violation_20251125_234643_82.jpg
20251125_234644,No Helmet,0.54,violation_20251125_234644_83.jpg
20251125_234644,No Helmet,0.52,violation_20251125_234644_84.jpg
20251125_234644,No Helmet,0.48,violation_20251125_234644_85.jpg
20251125_234645,No Helmet,0.54,violation_20251125_234645_86.jpg
20251125_234645,No Helmet,0.48,violation_20251125_234645_87.jpg
20251125_234645,No Helmet,0.47,violation_20251125_234645_88.jpg
20251125_234646,No Helmet,0.45,violation_20251125_234646_89.jpg
20251125_234646,No Helmet,0.47,violation_20251125_234646_90.jpg
20251125_234647,No Helmet,0.48,violation_20251125_234647_91.jpg
20251125_234648,No Helmet,0.44,violation_20251125_234648_92.jpg
20251125_234648,No Helmet,0.84,violation_20251125_234648_93.jpg
20251125_234648,No Helmet,0.73,violation_20251125_234648_94.jpg
20251125_234648,No Helmet,0.83,violation_20251125_234648_95.jpg
20251125_234648,No Helmet,0.87,violation_20251125_234648_96.jpg
20251125_234649,No Helmet,0.82,violation_20251125_234649_97.jpg
20251125_234649,No Helmet,0.84,violation_20251125_234649_98.jpg
20251125_234649,No Helmet,0.80,violation_20251125_234649_99.jpg
20251125_234649,No Helmet,0.86,violation_20251125_234649_100.jpg
20251125_234649,No Helmet,0.85,violation_20251125_234649_101.jpg
20251125_234650,No Helmet,0.85,violation_20251125_234650_102.jpg
20251125_234650,No Helmet,0.83,violation_20251125_234650_103.jpg
20251125_234650,No Helmet,0.81,violation_20251125_234650_104.jpg
20251125_234650,No Helmet,0.85,violation_20251125_234650_105.jpg
20251125_234650,No Helmet,0.81,violation_20251125_234650_106.jpg
20251125_234651,No Helmet,0.83,violation_20251125_234651_107.jpg
20251125_234651,No Helmet,0.73,violation_20251125_234651_108.jpg
20251125_234651,No Helmet,0.78,violation_20251125_234651_109.jpg
20251125_234651,No Helmet,0.82,violation_20251125_234651_110.jpg
20251125_234652,No Helmet,0.81,violation_20251125_234652_111.jpg
20251125_234652,No Helmet,0.80,violation_20251125_234652_112.jpg
20251125_234652,No Helmet,0.85,violation_20251125_234652_113.jpg
20251125_234652,No Helmet,0.66,violation_20251125_234652_114.jpg
20251125_234652,No Helmet,0.76,violation_20251125_234652_115.jpg
20251125_234653,No Helmet,0.69,violation_20251125_234653_116.jpg
20251125_234653,No Helmet,0.43,violation_20251125_234653_117.jpg
20251125_234702,No Helmet,0.44,violation_20251125_234702_118.jpg
20251125_234714,No Helmet,0.25,violation_20251125_234714_119.jpg
20251125_234714,No Helmet,0.30,violation_20251125_234714_120.jpg
20251125_234716,No Helmet,0.42,violation_20251125_234716_121.jpg
20251125_234718,No Helmet,0.31,violation_20251125_234718_122.jpg
20251125_234719,No Helmet,0.47,violation_20251125_234719_123.jpg
20251125_234719,No Helmet,0.25,violation_20251125_234719_124.jpg
20251125_234719,No Helmet,0.29,violation_20251125_234719_125.jpg
20251125_234720,No Helmet,0.65,violation_20251125_234720_126.jpg
20251125_234720,No Helmet,0.66,violation_20251125_234720_127.jpg
20251125_234720,No Helmet,0.75,violation_20251125_234720_128.jpg
20251125_234720,No Helmet,0.67,violation_20251125_234720_129.jpg
20251125_234721,No Helmet,0.77,violation_20251125_234721_130.jpg
20251125_234721,No Helmet,0.67,violation_20251125_234721_131.jpg
20251125_234721,No Helmet,0.83,violation_20251125_234721_132.jpg
20251125_234721,No Helmet,0.68,violation_20251125_234721_133.jpg
20251125_234721,No Helmet,0.64,violation_20251125_234721_134.jpg
20251125_234722,No Helmet,0.79,violation_20251125_234722_135.jpg
20251125_234722,No Helmet,0.80,violation_20251125_234722_136.jpg
20251125_234722,No Helmet,0.50,violation_20251125_234722_137.jpg
20251125_234722,No Helmet,0.46,violation_20251125_234722_138.jpg
20251125_234722,No Helmet,0.60,violation_20251125_234722_139.jpg
20251125_234722,No Helmet,0.30,violation_20251125_234722_140.jpg
20251125_234723,No Helmet,0.65,violation_20251125_234723_141.jpg
20251125_234723,No Helmet,0.78,violation_20251125_234723_142.jpg
20251125_234723,No Helmet,0.26,violation_20251125_234723_143.jpg
20251125_234723,No Helmet,0.69,violation_20251125_234723_144.jpg
20251125_234724,No Helmet,0.82,violation_20251125_234724_145.jpg
20251125_234724,No Helmet,0.86,violation_20251125_234724_146.jpg
20251125_234724,No Helmet,0.84,violation_20251125_234724_147.jpg
20251125_234724,No Helmet,0.88,violation_20251125_234724_148.jpg
20251125_234724,No Helmet,0.87,violation_20251125_234724_149.jpg
20251125_234725,No Helmet,0.81,violation_20251125_234725_150.jpg
20251125_234725,No Helmet,0.81,violation_20251125_234725_151.jpg
20251125_234725,No Helmet,0.80,violation_20251125_234725_152.jpg
20251125_234725,No Helmet,0.80,violation_20251125_234725_153.jpg
20251125_234725,No Helmet,0.31,violation_20251125_234725_154.jpg
20251125_234726,No Helmet,0.84,violation_20251125_234726_155.jpg
20251125_234726,No Helmet,0.85,violation_20251125_234726_156.jpg
20251125_234726,No Helmet,0.85,violation_20251125_234726_157.jpg
20251125_234726,No Helmet,0.85,violation_20251125_234726_158.jpg
20251125_234727,No Helmet,0.82,violation_20251125_234727_159.jpg
20251125_234727,No Helmet,0.30,violation_20251125_234727_160.jpg
20251125_234727,No Helmet,0.44,violation_20251125_234727_161.jpg
20251125_234727,No Helmet,0.49,violation_20251125_234727_162.jpg
20251125_234727,No Helmet,0.57,violation_20251125_234727_163.jpg
20251125_234728,No Helmet,0.56,violation_20251125_234728_164.jpg
20251125_234728,No Helmet,0.56,violation_20251125_234728_165.jpg
20251125_234728,No Helmet,0.29,violation_20251125_234728_166.jpg
20251125_234728,No Helmet,0.83,violation_20251125_234728_167.jpg
20251125_234728,No Helmet,0.55,violation_20251125_234728_168.jpg
20251125_234731,No Helmet,0.79,violation_20251125_234731_169.jpg
20251125_234731,No Helmet,0.72,violation_20251125_234731_170.jpg
20251125_234731,No Helmet,0.77,violation_20251125_234731_171.jpg
20251125_234732,No Helmet,0.76,violation_20251125_234732_172.jpg
20251125_234732,No Helmet,0.38,violation_20251125_234732_173.jpg
20251125_234732,No Helmet,0.74,violation_20251125_234732_174.jpg
20251125_234732,No Helmet,0.29,violation_20251125_234732_175.jpg
20251125_234732,No Helmet,0.61,violation_20251125_234732_176.jpg
20251125_234733,No Helmet,0.66,violation_20251125_234733_177.jpg
20251125_234733,No Helmet,0.26,violation_20251125_234733_178.jpg
20251125_234733,No Helmet,0.27,violation_20251125_234733_179.jpg
20251125_234734,No Helmet,0.48,violation_20251125_234734_180.jpg
20251125_234736,No Helmet,0.50,violation_20251125_234736_181.jpg
20251127_161806,No Helmet,0.39,violation_20251127_161806_0.jpg
20251127_161812,No Helmet,0.29,violation_20251127_161812_1.jpg
20251127_161812,No Helmet,0.49,violation_20251127_161812_2.jpg
20251127_161812,No Helmet,0.49,violation_20251127_161812_3.jpg
20251127_161822,No Helmet,0.40,violation_20251127_161822_4.jpg
20251127_161822,No Helmet,0.29,violation_20251127_161822_5.jpg
20251127_161823,No Helmet,0.42,violation_20251127_161823_6.jpg
20251127_161823,No Helmet,0.28,violation_20251127_161823_7.jpg
20251127_161823,No Helmet,0.26,violation_20251127_161823_8.jpg
20251127_161823,No Helmet,0.26,violation_20251127_161823_9.jpg
